78570.2,19469.1,61.4138,1118.6,2888.3,22347.3,2259.13,4565.16
65051.3,22638,41.8139,505.374,19.1453,22135.8,2292.25,2907.36
79491.7,21176.4,-137.346,2730.88,8681.23,32285.1,2174.12,3169.8
81863,18112.5,90.8039,1914.4,170.352,2916.19,1981.72,5007.96
71354.6,14358.7,-72.4934,539.423,5651.67,27696,2352.55,4247.64
80897,15828.7,113.197,1348.88,-204.606,1588.97,2698.11,3510
88914,22379.7,416.677,1363.16,310.365,15903.6,1347.92,4206.6
73370.6,26504.1,103.049,3830.69,1505.28,52763.6,5286.82,7080.48
80942.4,17548.6,53.1759,837.505,11647.9,22886.3,2086.78,3328.56
79957.1,19405,208.725,3934.85,1675.39,14437.1,3186.25,5241.24
62377.6,21287.7,362.474,665.567,1035.54,8556.7,1492.52,3205.44
81786.6,18622.8,196.201,690.448,113.088,36047.9,1201.95,4550.04
81060.8,17640,81.1132,525.526,61.3418,17505.5,1072.92,3576.96
83380.1,23423.4,-55.7378,4229.23,-162.469,10336.8,1635.13,4977.72
73056.5,18207,4750.94,3809.52,23985.3,48451,3820.25,4796.28
62360.8,19678,231.502,1438.85,8434.78,45152.5,2122.08,5770.44
70855.7,25479.3,9461.04,2153.35,30358.6,18834.3,811.049,6794.28
85891.7,19850.2,156.751,762.881,252.087,31142.6,1251.44,2913.84
64269.2,25233.6,266.576,2515.96,636.894,13898.2,2814.21,4001.4
67961.9,30499.3,-74.0051,2530.84,81.4967,174.091,1752.64,7176.6
66579.2,22646.4,141.614,478.248,460.821,3586.7,1891.64,5510.16
80950.8,20421.4,264.633,981.429,9379.78,45225.9,2369.3,2960.28
85349.9,27637,51.0565,3297.52,597.014,62.7017,2257.56,4385.88
75799.1,24305.4,116.544,4084.42,17189.4,22212.3,862.429,3643.92
82870.2,18859,124.956,2874.02,4272.51,9391.56,1507.78,6305.04
76750.8,16419.9,-44.0534,412.915,81.1937,495.957,1807.9,2616.84
88982,29486.1,730.075,3134.08,-107.231,2626.85,1596.37,5519.88
78520.7,27163.5,-29.1153,705.696,749.901,164.053,1422.46,2016.36
80262.8,15468.6,261.189,2026.07,6220.22,18497,2234.33,5388.12
81639.6,23263.8,194.36,2031.31,24.2399,-13.1028,2495.33,4661.28
75509.3,24887.1,5361.93,2025.19,16501.2,51205.3,3671.35,5761.8
81267.5,28683.9,20.2011,2757.44,803.818,16773.7,1739.66,5441.04
67774.6,28335.3,346.838,3593.9,4936.13,27453.1,2380.39,6310.44
66862.3,20363.7,120.142,3314.41,2940.84,6584.69,2256.68,5027.4
70868.3,22809.1,-192.002,1173.51,11230.7,27552.9,3157.31,3507.84
84163,25284,255.854,1546.55,311.459,-86.7882,1524.54,3999.24
83455.7,20803.6,-10.3353,256.81,3807.59,16114.4,1881.1,3515.4
71563.8,23635.5,1850.64,2765.06,17069.6,45364.1,2171.05,5873.04
69742.7,32033.4,12.0983,1622.65,28226.3,85107.3,3453.86,3272.4
76362.7,20429.8,42.6103,2707.1,301.119,768.292,1612.72,8440.2
83095.3,27947.8,754.018,3882.69,412.414,11636.5,3890.13,6756.48
68184.5,28380.4,-24.8427,1967.33,466.609,889.995,2287.57,6252.12
76618.1,30731.4,1265.64,5007.85,12883.3,26827.1,1763.57,7014.6
76603,31880.1,245.327,446.699,9258.6,14468.6,1294.51,2827.44
81655.6,18777.1,-36.7474,1320.71,326.263,12430.9,1715.77,3439.8
75438.7,21855.7,78.3337,1547.24,6359.16,72735.7,2985.33,8290.08
79895.8,34259.4,137.968,196.832,-47.3977,53.5863,1798.34,5538.24
76306.4,22298.8,-85.5236,4746.04,-83.6146,-50.2497,2365.78,4838.4
67856,19206.6,-44.9194,726.425,3909.7,21217.4,1617.69,2548.8
70203.8,26324.5,2640.84,2547.76,611.862,10550.2,3065.36,7225.2
70544.9,29692.9,837.448,3847.08,18073.4,21769,3306.41,7116.12
72985.1,18468.4,166.282,2035.97,109.626,15.2309,1247.79,6011.28
78138.5,28429.8,118.163,4168.35,566.925,2.07159,3548.63,6596.64
86975.3,23567.2,7277.11,3288.26,6221.89,24828.1,2856.84,6651.72
69174.8,30437.4,-59.051,3219.94,5129.72,33221.5,1546.03,6950.88
75780.6,19242.3,378.48,1205.65,1194.52,24394.6,1689.59,2816.64
74584.4,31549.3,9431.57,1611,2449.23,62433.6,2739.53,4803.84
73774.7,18585,7.60593,727.703,1317.85,22609.7,2231.02,4366.44
72193,23527.3,127.494,1406.21,232.796,10053,3745.36,6400.08
84994.6,29755.9,235.849,3137.85,289.226,2212.64,2060.79,5979.96
60979,20184.1,615.275,1510.27,257.502,4492.62,1693.43,4788.72
76615.6,23256.4,202.954,768.786,8609.77,24784.6,1320.03,4392.36
74890.2,26902,-5.74315,2104.66,7612.57,2504.06,2291.09,4712.04
63019.3,25519.2,25.8285,5149.16,918.65,3654.9,4867.36,6813.72
71577.2,16847.2,-160.404,540.586,3412.35,24300.1,2118.1,2530.44
77352.2,18863.2,94.6408,2394.78,448.428,15807.9,2208.03,7013.52
74660.9,34234.2,500.549,2402.52,473.752,3125.34,1987.8,4113.72
80849.2,16665.6,481.832,1003.79,1790.57,25849.2,2360.68,4338.36
68774.2,22088.8,104.299,547.174,2526.74,54599,1864.26,5078.16
75016.2,23899,191.894,1959.12,-82.0374,27.9104,2285.94,2984.04
80154.5,28222.9,4488.34,1691.97,539.196,8682.39,2700.4,5755.32
64363.3,22760.8,26.0653,918.003,646.759,17274.7,2815.8,7105.32
70414.7,17139.1,50.8234,1362.7,243.262,31114.5,1727.75,3637.44
86595.6,18627,-159.286,4606.64,816.64,135.424,2335.86,7714.44
90525.1,19687.5,-39.0736,2681.76,503.716,28558.9,1135.97,2574.72
81139.8,25076.1,46.0249,2245.44,528.449,272.293,3355.96,3000.24
63098.3,22619.1,10870.1,2228.54,9830.16,32879.9,1226.37,7174.44
80516.5,19936.3,109.577,2463.69,444.9,11839.4,2632.19,4545.72
69829.2,25056.1,136.02,3832.71,885.744,20515,2881.01,5646.24
74713.8,19879.6,35.7262,974.531,1084.2,22180.7,2973.05,6300.72
76385.4,22394.4,222.633,1863.83,9154.43,36896.6,1606.52,8901.36
74110.7,23135.7,108.781,767.295,1547.63,693.812,871.237,7056.72
79219.6,18056.8,198.436,1425.86,265.658,239.156,1649.93,5401.08
82147,26909.4,362.661,2013.3,-4.98227,18689.5,1978.3,5176.44
63738.4,20081.2,32.7799,482.745,1506.28,774.366,3021.18,4429.08
74752.4,22378.6,64.6091,1184.98,797.296,31912.6,2152.16,5829.84
